Ligue 1,Betfair,Troyes,PSG, 12.0 , 6.5 , 1.22 
Ligue 1,Betfair,Metz,Toulouse, 2.6 , 3.1 , 2.9 
Ligue 1,Betfair,Amiens,Rennes, 3.25 , 3.0 , 2.5 
Ligue 1,Betfair,Saint Etienne,Dijon, 1.7 , 3.9 , 5.0 
Ligue 1,Betfair,Angers,Guingamp, 2.0 , 3.25 , 4.2 
Ligue 1,Betfair,Caen,Estraburgo, 2.1 , 3.3 , 3.75 
Ligue 1,Betfair,Oly. de Marsella,Nantes, 1.5 , 4.2 , 7.0 
UEFA,Betfair,Atletico de Madrid,Lokomotiv Moscou, 1.25 , 5.5 , 13.0 
UEFA,Betfair,Borussia Dormund,RB Salzburg, 1.4 , 4.75 , 7.0 
UEFA,Betfair,CSKA Moscou,Olympique de Lyon, 2.62 , 3.25 , 2.7 
UEFA,Betfair,Lazio,Dinamo Kiev, 1.47 , 4.5 , 6.5 
UEFA,Betfair,Sporting de Lisboa,Viktoria Plzen, 1.4 , 4.5 , 8.5 
UEFA,Betfair,RB Leipzig,Zenit, 1.72 , 3.7 , 4.75 
UEFA,Betfair,Olympique de Marsella,Athletic de Bilbao, 1.9 , 3.5 , 4.1 
La Liga,Bwin,Las Palmas,Barcelona,13.50,7.50,1.19
La Liga,Bwin,Villarreal,Girona,1.78,3.50,4.50
La Liga,Bwin,Leganes,Malaga,2.00,3.20,3.90
La Liga,Bwin,Real Madrid,Getafe,1.18,6.75,13.50
La Liga,Bwin,Barcelona,Atletico de Madrid,1.60,4.00,5.00
La Liga,Bwin,Celta de Vigo,Las Palmas,1.50,4.20,6.00
La Liga,Bwin,Eibar,Real Madrid,6.50,4.75,1.42
La Liga,Bwin,Sevilla,Valencia,2.00,3.50,3.50
La Liga,Bwin,Getafe,Levante,1.78,3.50,4.50
La Liga,Bwin,Malaga,Barcelona,12.00,6.50,1.20
La Liga,Bwin,Atletico de Madrid,Celta de Vigo,1.40,4.50,7.25
La Liga,Bwin,Las Palmas,Villarreal,3.75,3.40,1.95
Champions League,Bwin,Liverpool,Oporto,1.45,4.40,6.50
Champions League,Bwin,Manchester City,Basel,1.12,8.50,17.50
Champions League,Bwin,Manchester United,Sevilla,1.70,3.60,5.00
Champions League,Bwin,Besiktas,Bayern Munich,6.50,4.50,1.44
Champions League,Bwin,Barcelona,Chelsea,1.44,4.50,6.50
UEFA,Bwin,CSKA Moscou,Olympique de Lyon,2.50,3.25,2.75
UEFA,Bwin,Borussia Dormund,RB Salzburg,1.36,4.75,7.75
UEFA,Bwin,Atletico de Madrid,Lokomotiv Moscou,1.28,5.00,11.00
UEFA,Bwin,Milano,Arsenal,2.45,3.30,2.80
